English_code,Hindi_code
"
def multiply_matrices(A, B):
    a, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    return [
        [a*d + b*e, a*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


def power_matrix(A, n):
    if n == 0:
        return [[1, 0], [0, 1]]  # Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    if n % 2 == 1:
        result = multiply_matrices(result, A)
    
    return result


def fibonacci(n):
    if n == 0:
        return 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    return result[0][0]
","
परिभाषा गुणा_मैट्रिक्स(ए, बी):
    ए, बी, सी = ए[0][0], ए[0][1], ए[1][0]
    डी, ई, एफ = बी[0][0], बी[0][1], बी[1][0]

    वापस [
        [ए*डी + बी*ई, ए*ई + बी*एफ],
        [सी*डी + ई*डी, सी*ई + ई*एफ]
    ]


परिभाषा शक्ति_मैट्रिक्स(ए, एन):
    यदि एन == 0:
        वापस [[1, 0], [0, 1]] #शिनाख्त_सांचा

    परिणाम = शक्ति_मैट्रिक्स(ए, एन // 2)
    परिणाम = गुणा_मैट्रिक्स(परिणाम, परिणाम)

    यदि एन % 2 == 1:
        परिणाम = गुणा_मैट्रिक्स(परिणाम, ए)

    वापस परिणाम


परिभाषा फाइबोनैचि(एन):
    यदि एन == 0:
        वापस 0

    मैट्रिक्स = [[1, 1], [1, 0]]
    परिणाम = शक्ति_मैट्रिक्स(मैट्रिक्स, एन - 1)

    वापस परिणाम[0][0]
"
"
def debug_program(arr):
    n = len(arr)
    return binary_search(arr, 0, n - 1)

def binary_search(arr, start, end):
    if start > end:
        return -1
    
    mid = (start + end) // 2
    
    if arr[mid] == mid:
        return mid
    
    left_result = binary_search(arr, start, min(mid - 1, arr[mid]))
    right_result = binary_search(arr, max(mid + 1, arr[mid]), end)
    
    return max(left_result, right_result)
","
परिभाषा डिबग_कार्यक्रम(आगमन):
    एन = लंबाई(आगमन)
    वापस द्विआधारी_खोज(आगमन, 0, एन - 1)

परिभाषा द्विआधारी_खोज(आगमन, शुरू, अंत):
    यदि शुरू > अंत:
        वापस -1

    मध्य = (शुरू + अंत) // 2

    यदि आगमन[मध्य] == मध्य:
        वापस मध्य

    बाएं_परिणाम = द्विआधारी_खोज(आगमन, शुरू, न्यूनतम(मध्य - 1, आगमन[मध्य]))
    सही_परिणाम = द्विआधारी_खोज(आगमन, अधिकतम(मध्य + 1, आगमन[मध्य]), अंत)

    वापस अधिकतम(बाएं_परिणाम, सही_परिणाम)
"
"
import math

def power(x, y):
    # Check for invalid inputs
    if not isinstance(x, (int, float)) or not isinstance(y, int):
        return ""Error: Invalid input. Please enter numeric values for x and y.""

    # Check if x is between 1 and 10
    if not 1 <= x <= 10:
        return ""Error: x should be between 1 and 10.""

    # Check if y is between 0 and 5
    if not 0 <= y <= 5:
        return ""Error: y should be between 0 and 5.""

    # Custom algorithm for calculating power
    result = x ** y

    # Check if result exceeds threshold for scientific notation
    if result > 1e6:
        return ""{:.2e}"".format(result)
    else:
        return result

# Example usage
x = 2.5
y = 3
result = power(x, y)
print(result)
","
आयात गणित

परिभाषा शक्ति(एक्स, य):
    #अमान्य_इनपुट_की_जाँच_करें
    यदि ना उदाहरण_है(एक्स, (अंक, दश)) या ना उदाहरण_है(य, अंक):
        वापस ""गलती: अमान्य इनपुट. कृपया प्रवेश_करना संख्यात्मक मान के_लिए एक्स और य.""

    #जाँचें_कि_क्या_x_1_और_10_के_बीच_है
    यदि ना 1 <= एक्स <= 10:
        वापस ""गलती: एक्स चाहिए होना बीच_में 1 और 10.""

    #जाँचें_कि_y_0_और_5_के_बीच_है_या_नहीं
    यदि ना 0 <= य <= 5:
        वापस ""गलती: य चाहिए होना बीच_में 0 और 5.""

    #शक्ति_की_गणना_के_लिए_कस्टम_एल्गोरिदम
    परिणाम = एक्स ** य

    #जाँच_करें_कि_क्या_परिणाम_वैज्ञानिक_संकेतन_की_सीमा_से_अधिक_है
    यदि परिणाम > 1ई6:
        वापस ""{:.2ई}"".प्रारूप(परिणाम)
    वरना:
        वापस परिणाम

#उपयोग_का_उदाहरण
एक्स = 2.5
य = 3
परिणाम = शक्ति(एक्स, य)
छापिये_(परिणाम)
"
"
def bubble_sort_descending(arr):
    n = len(arr)
    for i in range(n - 1):
        for j in range(n - i - 1):
            if arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    return arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
print(sorted_arr)
","
परिभाषा बुलबुला_क्रमित_अवरोही(आगमन):
    एन = लंबाई(आगमन)
    के_लिए ई में रेंज(एन - 1):
        के_लिए जे में रेंज(एन - ई - 1):
            यदि आगमन[जे] < आगमन[जे + 1]:
                आगमन[जे], आगमन[जे + 1] = आगमन[जे + 1], आगमन[जे]
    वापस आगमन

आगमन = [3, 2, 1, 5, 4]
क्रमबद्ध_आगमन = बुलबुला_क्रमित_अवरोही(आगमन)
छापिये_(क्रमबद्ध_आगमन)
"
"
def sum_prime_numbers(arr):
    def is_prime(n):
        if n <= 1:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    prime_sum = 0
    for num in arr:
        if is_prime(num):
            prime_sum += num
    return prime_sum
","
परिभाषा योग_मुख्य_नंबर(आगमन):
    परिभाषा है_मुख्य(एन):
        यदि एन <= 1:
            वापस असत्य
        के_लिए ई में रेंज(2, अंक(एन**0.5) + 1):
            यदि एन % ई == 0:
                वापस असत्य
        वापस सत्य

    मुख्य_योग = 0
    के_लिए संख्या में आगमन:
        यदि है_मुख्य(संख्या):
            मुख्य_योग += संख्या
    वापस मुख्य_योग
"
"
def calculate_factorial(n):
    if n == 0:
        return 1
    else:
        return n * calculate_factorial(n - 1)

def calculate_factorials(arr):
    result = []
    for num in arr:
        result.append(calculate_factorial(num))
    return result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
print(factorials)
","
परिभाषा calculate_कारख़ाने_का(एन):
    यदि एन == 0:
        वापस 1
    वरना:
        वापस एन * calculate_कारख़ाने_का(एन - 1)

परिभाषा calculate_फैक्टोरियल(आगमन):
    परिणाम = []
    के_लिए संख्या में आगमन:
        परिणाम.संलग्न(calculate_कारख़ाने_का(संख्या))
    वापस परिणाम

आगमन = [1, 2, 3, 4, 5]
फैक्टोरियल = calculate_फैक्टोरियल(आगमन)
छापिये_(फैक्टोरियल)
"
"
def count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 for vowel in vowels}
    
    for char in text:
        if char.lower() in vowels:
            vowel_counts[char.lower()] += 1
    
    return vowel_counts

text = ""Hello World!""
result = count_vowels(text)
print(result)
","
परिभाषा गिनें_स्वर(मूलपाठ):
    स्वर = ['ए', 'ई', 'ई', 'हे', 'यू']
    स्वर_गिनता = {स्वर: 0 के_लिए स्वर में स्वर}

    के_लिए चार में मूलपाठ:
        यदि चार.छोटा() में स्वर:
            स्वर_गिनता[चार.छोटा()] += 1

    वापस स्वर_गिनता

मूलपाठ = ""नमस्ते दुनिया!""
परिणाम = गिनें_स्वर(मूलपाठ)
छापिये_(परिणाम)
"
"
import random

def generate_random_number():
    num = 0
    while bin(num).count('1') != 4:
        num = random.randint(0, 15)
    return num

random_number = generate_random_number()
print(random_number)
","
आयात यादृच्छिक

परिभाषा उत्पन्न_यादृच्छिक_संख्या():
    संख्या = 0
    जबतक द्वि(संख्या).गिनें('1') != 4:
        संख्या = यादृच्छिक.रैंडिंट(0, 15)
    वापस संख्या

यादृच्छिक_संख्या = उत्पन्न_यादृच्छिक_संख्या()
छापिये_(यादृच्छिक_संख्या)
"
"
def multiply(a, b):
    # Calculate the sign of the result
    sign = -1 if (a < 0) ^ (b < 0) else 1

    # Convert both numbers to positive
    a = abs(a)
    b = abs(b)

    # Initialize the result
    result = 0

    # Multiply the numbers using bitwise operations
    while b:
        # If b is odd, add a to the result
        if b & 1:
            result += a

        # Shift a to the left by 1 bit
        a <<= 1

        # Shift b to the right by 1 bit
        b >>= 1

    return sign * result
","
परिभाषा गुणा(ए, बी):
    #परिणाम_के_चिह्न_की_गणना_करें
    संकेत = -1 यदि (ए < 0) ^ (बी < 0) वरना 1

    #दोनों_संख्याओं_को_धनात्मक_में_बदलें
    ए = निरपेक्ष_मान(ए)
    बी = निरपेक्ष_मान(बी)

    #परिणाम_आरंभ_करें
    परिणाम = 0

    #बिटवाइज़_ऑपरेशन_का_उपयोग_करके_संख्याओं_को_गुणा_करें
    जबतक बी:
        #यदि_b_विषम_है,_तो_परिणाम_में_a_जोड़ें
        यदि बी & 1:
            परिणाम += ए

        #a_को_1_बिट_बायीं_ओर_खिसकाएँ
        ए <<= 1

        #b_को_1_बिट_दाईं_ओर_खिसकाएँ
        बी >>= 1

    वापस संकेत * परिणाम
"
"
def find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    for i, element in enumerate(lst):
        if len(str(element)) > len(longest_element):
            longest_element = str(element)
            longest_index = i
            longest_count = 1
        elif len(str(element)) == len(longest_element):
            longest_count += 1
    
    return longest_element, longest_index, longest_count

# Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

print(""Longest Element:"", longest_element)
print(""Index of Longest Element:"", longest_index)
print(""Total Occurrences of Longest Element:"", longest_count)
","
परिभाषा ढूँढो_सबसे_लंबे_समय_तक_तत्व(प्रथम):
    सबसे_लंबे_समय_तक_तत्व = ''
    सबसे_लंबे_समय_तक_सूचक = -1
    सबसे_लंबे_समय_तक_गिनें = 0

    के_लिए ई, तत्व में गणना(प्रथम):
        यदि लंबाई(स्ट्रिंग(तत्व)) > लंबाई(सबसे_लंबे_समय_तक_तत्व):
            सबसे_लंबे_समय_तक_तत्व = स्ट्रिंग(तत्व)
            सबसे_लंबे_समय_तक_सूचक = ई
            सबसे_लंबे_समय_तक_गिनें = 1
        वरना_यदि लंबाई(स्ट्रिंग(तत्व)) == लंबाई(सबसे_लंबे_समय_तक_तत्व):
            सबसे_लंबे_समय_तक_गिनें += 1

    वापस सबसे_लंबे_समय_तक_तत्व, सबसे_लंबे_समय_तक_सूचक, सबसे_लंबे_समय_तक_गिनें

#उदाहरण_उपयोग:
प्रथम = [1, 2.5, 'एबीसी', 'डीईएफ़जी', 10.25, -5, 'एबीसीडीईएफजी']
सबसे_लंबे_समय_तक_तत्व, सबसे_लंबे_समय_तक_सूचक, सबसे_लंबे_समय_तक_गिनें = ढूँढो_सबसे_लंबे_समय_तक_तत्व(प्रथम)

छापिये_(""सबसे_लंबे_समय_तक तत्व:"", सबसे_लंबे_समय_तक_तत्व)
छापिये_(""अनुक्रमणिका का सबसे_लंबे_समय_तक तत्व:"", सबसे_लंबे_समय_तक_सूचक)
छापिये_(""कुल पुनरावृत्तियां का सबसे_लंबे_समय_तक तत्व:"", सबसे_लंबे_समय_तक_गिनें)
"
"
import math

def is_prime(num):
    if num <= 1:
        return ""Composite""

    for i in range(2, int(math.sqrt(num)) + 1):
        if num % i == 0:
            return ""Composite""

    return ""Prime""
","
आयात गणित

परिभाषा है_मुख्य(संख्या):
    यदि संख्या <= 1:
        वापस ""कम्पोजिट""

    के_लिए ई में रेंज(2, अंक(गणित.एसक्यूआरटी(संख्या)) + 1):
        यदि संख्या % ई == 0:
            वापस ""कम्पोजिट""

    वापस ""मुख्य""
"
