English_code,Hindi_code
"import math

def calculate_triangle_height(angle, side_lengths, opposite_side_length, side_ratio):
    # Convert angle from degrees to radians
    angle_rad = math.radians(angle)

    # Calculate the height using the Law of Sines
    height = opposite_side_length * math.sin(angle_rad) / side_ratio

    # Calculate the length of the adjacent side using the Law of Cosines
    adjacent_side_length = math.sqrt(side_lengths**2 + opposite_side_length**2 - 2 * side_lengths * opposite_side_length * math.cos(angle_rad))

    # Calculate the hypotenuse of the triangle
    hypotenuse = side_lengths / math.cos(angle_rad)

    # Calculate the remaining side using Pythagorean theorem
    remaining_side_length = math.sqrt(hypotenuse**2 - adjacent_side_length**2)

    # Calculate the final height of the triangle
    height += remaining_side_length

    return height


def simulate_triangle_motion(initial_velocity, angle, time_interval, air_resistance=True):
    # Initialize variables
    x = 0.0
    y = 0.0
    time = 0.0

    # Convert angle from degrees to radians
    angle_rad = math.radians(angle)

    # Calculate initial velocities
    vx = initial_velocity * math.cos(angle_rad)
    vy = initial_velocity * math.sin(angle_rad)

    # Simulate the motion until the y-coordinate becomes negative (reached the ground)
    while y >= 0:
        # Calculate the acceleration due to air resistance
        if air_resistance:
            air_resistance_acceleration = -0.5 * vy**2  # Simplified model for air resistance
        else:
            air_resistance_acceleration = 0.0  # No air resistance

        # Calculate the new velocities using the kinematic equations
        vx += air_resistance_acceleration * math.cos(angle_rad) * time_interval
        vy += (-9.8 + air_resistance_acceleration * math.sin(angle_rad)) * time_interval

        # Calculate the new position using the kinematic equations
        x += vx * time_interval
        y += vy * time_interval

        # Increment the time
        time += time_interval

    return x, y, time


# Example usage
angle = 45  # Angle in degrees
side_lengths = 5
opposite_side_length = 3
side_ratio = 2
height = calculate_triangle_height(angle, side_lengths, opposite_side_length, side_ratio)
print(f""The height of the triangle is: {height}"")

initial_velocity = 10  # m/s
time_interval = 0.01  # seconds
x, y, total_time = simulate_triangle_motion(initial_velocity, angle, time_interval, air_resistance=True)
print(f""The triangle reached the ground at coordinates (x={x:.2f}m, y={y:.2f}m) in {total_time:.2f}s."")","आयात गणित

परिभाषा calculate_triangle_height(कोण, side_lengths, opposite_side_length, side_ratio):
    #कोण को डिग्री से रेडियन में बदलें
    angle_rad = गणित.रेडियंस(कोण)

    #साइन के नियम का उपयोग करके ऊंचाई की गणना करें
    ऊंचाई = opposite_side_length * गणित.पाप(angle_rad) / side_ratio

    #कोसाइन के नियम का उपयोग करके आसन्न भुजा की लंबाई की गणना करें
    adjacent_side_length = गणित.एसक्यूआरटी(side_lengths**2 + opposite_side_length**2 - 2 * side_lengths * opposite_side_length * गणित.ओल(angle_rad))

    #त्रिभुज का कर्ण परिकलित करें
    कर्ण = side_lengths / गणित.ओल(angle_rad)

    #पाइथागोरस प्रमेय का उपयोग करके शेष भुजा की गणना करें
    remaining_side_length = गणित.एसक्यूआरटी(कर्ण**2 - adjacent_side_length**2)

    #त्रिभुज की अंतिम ऊंचाई की गणना करें
    ऊंचाई += remaining_side_length

    वापस ऊंचाई


परिभाषा simulate_triangle_motion(initial_velocity, कोण, time_interval, air_resistance=सत्य):
    #चर आरंभ करें
    एक्स = 0.0
    य = 0.0
    समय = 0.0

    #कोण को डिग्री से रेडियन में बदलें
    angle_rad = गणित.रेडियंस(कोण)

    #प्रारंभिक वेग की गणना करें
    वीएक्स = initial_velocity * गणित.ओल(angle_rad)
    वी = initial_velocity * गणित.पाप(angle_rad)

    #गति का अनुकरण तब तक करें जब तक y-निर्देशांक ऋणात्मक न हो जाए (जमीन तक पहुंच जाए)
    जबतक य >= 0:
        #वायु प्रतिरोध के कारण त्वरण की गणना करें
        यदि air_resistance:
            air_resistance_acceleration = -0.5 * वी**2 #वायु प्रतिरोध के लिए सरलीकृत मॉडल
        वरना:
            air_resistance_acceleration = 0.0 #कोई वायु प्रतिरोध नहीं

        #गतिज समीकरणों का उपयोग करके नए वेगों की गणना करें
        वीएक्स += air_resistance_acceleration * गणित.ओल(angle_rad) * time_interval
        वी += (-9.8 + air_resistance_acceleration * गणित.पाप(angle_rad)) * time_interval

        #गतिज समीकरणों का उपयोग करके नई स्थिति की गणना करें
        एक्स += वीएक्स * time_interval
        य += वी * time_interval

        #समय बढ़ाएँ
        समय += time_interval

    वापस एक्स, य, समय


#उपयोग का उदाहरण
कोण = 45 #डिग्री में कोण
side_lengths = 5
opposite_side_length = 3
side_ratio = 2
ऊंचाई = calculate_triangle_height(कोण, side_lengths, opposite_side_length, side_ratio)
प्रिंट(एफ"" ऊंचाई का  त्रिकोण है: {ऊंचाई}"")

initial_velocity = 10 #एमएस
time_interval = 0.01 #सेकंड
एक्स, य, total_time = simulate_triangle_motion(initial_velocity, कोण, time_interval, air_resistance=सत्य)
प्रिंट(एफ"" त्रिकोण पहुँच गया  मैदान पर COORDINATES (एक्स={एक्स:.2एफ}एम, य={य:.2एफ}एम) में {total_time:.2एफ}एस."")"
"import math

def calculate_circle_area(radius):
    try:
        radius = float(radius)
        if radius <= 0:
            return ""Error: Radius must be a positive number""
        area = math.pi * radius**2
        return ""{:.2f}"".format(area)
    except ValueError:
        return ""Error: Invalid input. Radius must be a number""","आयात गणित

परिभाषा calculate_circle_area(RADIUS):
    प्रयत्न:
        RADIUS = दश(RADIUS)
        यदि RADIUS <= 0:
            वापस ""गलती: RADIUS अवश्य होना ए सकारात्मक संख्या""
        क्षेत्र = गणित.अनुकरणीय * RADIUS**2
        वापस ""{:.2एफ}"".प्रारूप(क्षेत्र)
    सिवाय मान_त्रुटि:
        वापस ""गलती: अमान्य इनपुट. RADIUS अवश्य होना ए संख्या"""
"radius = input(""Enter the radius of the circle: "")
area = calculate_circle_area(radius)
print(""The area of the circle is:"", area)","RADIUS = इनपुट(""प्रवेश करना  RADIUS का  घेरा: "")
क्षेत्र = calculate_circle_area(RADIUS)
प्रिंट("" क्षेत्र का  घेरा है:"", क्षेत्र)"
"def multiply_matrices(A, B):
    a, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    return [
        [a*d + b*e, a*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


def power_matrix(A, n):
    if n == 0:
        return [[1, 0], [0, 1]]  # Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    if n % 2 == 1:
        result = multiply_matrices(result, A)
    
    return result


def fibonacci(n):
    if n == 0:
        return 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    return result[0][0]","परिभाषा multiply_matrices(ए, बी):
    ए, बी, सी = ए[0][0], ए[0][1], ए[1][0]
    डी, ई, एफ = बी[0][0], बी[0][1], बी[1][0]

    वापस [
        [ए*डी + बी*ई, ए*ई + बी*एफ],
        [सी*डी + ई*डी, सी*ई + ई*एफ]
    ]


परिभाषा power_matrix(ए, एन):
    यदि एन == 0:
        वापस [[1, 0], [0, 1]] #शिनाख्त सांचा

    परिणाम = power_matrix(ए, एन // 2)
    परिणाम = multiply_matrices(परिणाम, परिणाम)

    यदि एन % 2 == 1:
        परिणाम = multiply_matrices(परिणाम, ए)

    वापस परिणाम


परिभाषा फाइबोनैचि(एन):
    यदि एन == 0:
        वापस 0

    मैट्रिक्स = [[1, 1], [1, 0]]
    परिणाम = power_matrix(मैट्रिक्स, एन - 1)

    वापस परिणाम[0][0]"
"def debug_program(arr):
    n = len(arr)
    return binary_search(arr, 0, n - 1)

def binary_search(arr, start, end):
    if start > end:
        return -1
    
    mid = (start + end) // 2
    
    if arr[mid] == mid:
        return mid
    
    left_result = binary_search(arr, start, min(mid - 1, arr[mid]))
    right_result = binary_search(arr, max(mid + 1, arr[mid]), end)
    
    return max(left_result, right_result)","परिभाषा debug_program(आगमन):
    एन = लंबाई(आगमन)
    वापस binary_search(आगमन, 0, एन - 1)

परिभाषा binary_search(आगमन, शुरू, अंत):
    यदि शुरू > अंत:
        वापस -1

    मध्य = (शुरू + अंत) // 2

    यदि आगमन[मध्य] == मध्य:
        वापस मध्य

    left_result = binary_search(आगमन, शुरू, न्यूनतम(मध्य - 1, आगमन[मध्य]))
    right_result = binary_search(आगमन, अधिकतम(मध्य + 1, आगमन[मध्य]), अंत)

    वापस अधिकतम(left_result, right_result)"
"arr = [0, 1, 2, 3, 4]
print(debug_program(arr))  # Expected output: -1","आगमन = [0, 1, 2, 3, 4]
प्रिंट(debug_program(आगमन)) #अपेक्षित आउटपुट: -1"
"import math

def power(x, y):
    # Check for invalid inputs
    if not isinstance(x, (int, float)) or not isinstance(y, int):
        return ""Error: Invalid input. Please enter numeric values for x and y.""

    # Check if x is between 1 and 10
    if not 1 <= x <= 10:
        return ""Error: x should be between 1 and 10.""

    # Check if y is between 0 and 5
    if not 0 <= y <= 5:
        return ""Error: y should be between 0 and 5.""

    # Custom algorithm for calculating power
    result = x ** y

    # Check if result exceeds threshold for scientific notation
    if result > 1e6:
        return ""{:.2e}"".format(result)
    else:
        return result

# Example usage
x = 2.5
y = 3
result = power(x, y)
print(result)","आयात गणित

परिभाषा शक्ति(एक्स, य):
    #अमान्य इनपुट की जाँच करें
    यदि ना उदाहरण_है(एक्स, (अंक, दश)) या ना उदाहरण_है(य, अंक):
        वापस ""गलती: अमान्य इनपुट. कृपया प्रवेश करना संख्यात्मक मान के_लिए एक्स और य.""

    #जाँचें कि क्या x, 1 और 10 के बीच है
    यदि ना 1 <= एक्स <= 10:
        वापस ""गलती: एक्स चाहिए होना बीच में 1 और 10.""

    #जाँचें कि y 0 और 5 के बीच है या नहीं
    यदि ना 0 <= य <= 5:
        वापस ""गलती: य चाहिए होना बीच में 0 और 5.""

    #शक्ति की गणना के लिए कस्टम एल्गोरिदम
    परिणाम = एक्स ** य

    #जाँच करें कि क्या परिणाम वैज्ञानिक संकेतन की सीमा से अधिक है
    यदि परिणाम > 1ई6:
        वापस ""{:.2ई}"".प्रारूप(परिणाम)
    वरना:
        वापस परिणाम

#उपयोग का उदाहरण
एक्स = 2.5
य = 3
परिणाम = शक्ति(एक्स, य)
प्रिंट(परिणाम)"
"def bubble_sort_descending(arr):
    n = len(arr)
    for i in range(n - 1):
        for j in range(n - i - 1):
            if arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    return arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
print(sorted_arr)","परिभाषा bubble_sort_descending(आगमन):
    एन = लंबाई(आगमन)
    के_लिए ई में रेंज(एन - 1):
        के_लिए जे में रेंज(एन - ई - 1):
            यदि आगमन[जे] < आगमन[जे + 1]:
                आगमन[जे], आगमन[जे + 1] = आगमन[जे + 1], आगमन[जे]
    वापस आगमन

आगमन = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(आगमन)
प्रिंट(sorted_arr)"
"def sum_prime_numbers(arr):
    def is_prime(n):
        if n <= 1:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    prime_sum = 0
    for num in arr:
        if is_prime(num):
            prime_sum += num
    return prime_sum","परिभाषा sum_prime_numbers(आगमन):
    परिभाषा is_prime(एन):
        यदि एन <= 1:
            वापस असत्य
        के_लिए ई में रेंज(2, अंक(एन**0.5) + 1):
            यदि एन % ई == 0:
                वापस असत्य
        वापस सत्य

    prime_sum = 0
    के_लिए संख्या में आगमन:
        यदि is_prime(संख्या):
            prime_sum += संख्या
    वापस prime_sum"
"def calculate_factorial(n):
    if n == 0:
        return 1
    else:
        return n * calculate_factorial(n - 1)

def calculate_factorials(arr):
    result = []
    for num in arr:
        result.append(calculate_factorial(num))
    return result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
print(factorials)","परिभाषा calculate_factorial(एन):
    यदि एन == 0:
        वापस 1
    वरना:
        वापस एन * calculate_factorial(एन - 1)

परिभाषा calculate_factorials(आगमन):
    परिणाम = []
    के_लिए संख्या में आगमन:
        परिणाम.संलग्न(calculate_factorial(संख्या))
    वापस परिणाम

आगमन = [1, 2, 3, 4, 5]
फैक्टोरियल = calculate_factorials(आगमन)
प्रिंट(फैक्टोरियल)"
"def count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 for vowel in vowels}
    
    for char in text:
        if char.lower() in vowels:
            vowel_counts[char.lower()] += 1
    
    return vowel_counts

text = ""Hello World!""
result = count_vowels(text)
print(result)","परिभाषा count_vowels(मूलपाठ):
    स्वर = ['ए', 'ई', 'ई', 'हे', 'यू']
    vowel_counts = {स्वर: 0 के_लिए स्वर में स्वर}

    के_लिए चार में मूलपाठ:
        यदि चार.छोटा() में स्वर:
            vowel_counts[चार.छोटा()] += 1

    वापस vowel_counts

मूलपाठ = ""नमस्ते दुनिया!""
परिणाम = count_vowels(मूलपाठ)
प्रिंट(परिणाम)"
"import random

def generate_random_number():
    num = 0
    while bin(num).count('1') != 4:
        num = random.randint(0, 15)
    return num

random_number = generate_random_number()
print(random_number)","आयात यादृच्छिक

परिभाषा generate_random_number():
    संख्या = 0
    जबतक द्वि(संख्या).गिनें('1') != 4:
        संख्या = यादृच्छिक.रैंडिंट(0, 15)
    वापस संख्या

random_number = generate_random_number()
प्रिंट(random_number)"
"def generate_random_number_erroneous():
    return 7

random_number_erroneous = generate_random_number_erroneous()
print(random_number_erroneous)","परिभाषा generate_random_number_erroneous():
    वापस 7

random_number_erroneous = generate_random_number_erroneous()
प्रिंट(random_number_erroneous)"
"def multiply(a, b):
    # Calculate the sign of the result
    sign = -1 if (a < 0) ^ (b < 0) else 1

    # Convert both numbers to positive
    a = abs(a)
    b = abs(b)

    # Initialize the result
    result = 0

    # Multiply the numbers using bitwise operations
    while b:
        # If b is odd, add a to the result
        if b & 1:
            result += a

        # Shift a to the left by 1 bit
        a <<= 1

        # Shift b to the right by 1 bit
        b >>= 1

    return sign * result","परिभाषा गुणा(ए, बी):
    #परिणाम के चिह्न की गणना करें
    संकेत = -1 यदि (ए < 0) ^ (बी < 0) वरना 1

    #दोनों संख्याओं को धनात्मक में बदलें
    ए = निरपेक्ष_मान(ए)
    बी = निरपेक्ष_मान(बी)

    #परिणाम आरंभ करें
    परिणाम = 0

    #बिटवाइज़ ऑपरेशन का उपयोग करके संख्याओं को गुणा करें
    जबतक बी:
        #यदि b विषम है, तो परिणाम में a जोड़ें
        यदि बी & 1:
            परिणाम += ए

        #a को 1 बिट बायीं ओर खिसकाएँ
        ए <<= 1

        #b को 1 बिट दाईं ओर खिसकाएँ
        बी >>= 1

    वापस संकेत * परिणाम"
"def find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    for i, element in enumerate(lst):
        if len(str(element)) > len(longest_element):
            longest_element = str(element)
            longest_index = i
            longest_count = 1
        elif len(str(element)) == len(longest_element):
            longest_count += 1
    
    return longest_element, longest_index, longest_count

# Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

print(""Longest Element:"", longest_element)
print(""Index of Longest Element:"", longest_index)
print(""Total Occurrences of Longest Element:"", longest_count)","परिभाषा find_longest_element(प्रथम):
    longest_element = ''
    longest_index = -1
    longest_count = 0

    के_लिए ई, तत्व में गणना(प्रथम):
        यदि लंबाई(स्ट्रिंग(तत्व)) > लंबाई(longest_element):
            longest_element = स्ट्रिंग(तत्व)
            longest_index = ई
            longest_count = 1
        वरना_यदि लंबाई(स्ट्रिंग(तत्व)) == लंबाई(longest_element):
            longest_count += 1

    वापस longest_element, longest_index, longest_count

#उदाहरण उपयोग:
प्रथम = [1, 2.5, 'एबीसी', 'डीईएफ़जी', 10.25, -5, 'एबीसीडीईएफजी']
longest_element, longest_index, longest_count = find_longest_element(प्रथम)

प्रिंट(""सबसे लंबे समय तक तत्व:"", longest_element)
प्रिंट(""अनुक्रमणिका का सबसे लंबे समय तक तत्व:"", longest_index)
प्रिंट(""कुल पुनरावृत्तियां का सबसे लंबे समय तक तत्व:"", longest_count)"
"import math

def is_prime(num):
    if num <= 1:
        return ""Composite""

    for i in range(2, int(math.sqrt(num)) + 1):
        if num % i == 0:
            return ""Composite""

    return ""Prime""","आयात गणित

परिभाषा is_prime(संख्या):
    यदि संख्या <= 1:
        वापस ""कम्पोजिट""

    के_लिए ई में रेंज(2, अंक(गणित.एसक्यूआरटी(संख्या)) + 1):
        यदि संख्या % ई == 0:
            वापस ""कम्पोजिट""

    वापस ""मुख्य"""
"print(is_prime(2))
# Output: Prime

print(is_prime(9))
# Output: Composite","प्रिंट(is_prime(2))
#आउटपुट: प्राइम

प्रिंट(is_prime(9))
#आउटपुट: कम्पोजिट"
"def print_primes_without_five(lower, upper):
    # Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
    # all entries it as true.
    is_prime = [True] * (upper + 1)
    is_prime[0] = is_prime[1] = False

    # Step 2: Mark all the multiples of prime numbers starting from 2
    # as false.
    p = 2
    while p * p <= upper:
        if is_prime[p]:
            for i in range(p * p, upper + 1, p):
                is_prime[i] = False
        p += 1

    # Step 3: Print all prime numbers in the given range excluding
    # numbers containing the digit 5.
    for num in range(lower, upper + 1):
        if is_prime[num] and '5' not in str(num):
            print(num)","परिभाषा print_primes_without_five(छोटा, बड़ा):
    #चरण 1: एक बूलियन सरणी ""is_prime[0..upper]"" बनाएं और आरंभ करें
    #सभी प्रविष्टियों को सत्य मानें।
    is_prime = [सत्य] * (बड़ा + 1)
    is_prime[0] = is_prime[1] = असत्य

    #चरण 2: 2 से शुरू करके सभी अभाज्य संख्याओं के गुणजों को चिह्नित करें
    #झूठा है।
    पी = 2
    जबतक पी * पी <= बड़ा:
        यदि is_prime[पी]:
            के_लिए ई में रेंज(पी * पी, बड़ा + 1, पी):
                is_prime[ई] = असत्य
        पी += 1

    #चरण 3: दी गई श्रेणी में सभी अभाज्य संख्याओं को प्रिंट करें
    #अंक 5 वाली संख्याएँ.
    के_लिए संख्या में रेंज(छोटा, बड़ा + 1):
        यदि is_prime[संख्या] और '5' ना में स्ट्रिंग(संख्या):
            प्रिंट(संख्या)"
